Ensembl	Name	Biotype	GeneLength	SumExonLength
ENSG00000272619	RP11-563K23.1	lincRNA	331	331
ENSG00000233050	DEFB130	protein_coding	7359	240
ENSG00000257021	HSPE1P20	pseudogene	289	289
ENSG00000272618	AC091738.3	protein_coding	253699	3153
ENSG00000272617	RP11-343C2.12	protein_coding	6228	887
ENSG00000272616	HNRNPA1P52	pseudogene	1247	947
ENSG00000272615	PCDHA7	protein_coding	177961	5236
ENSG00000247699	CTB-127C13.1	antisense	9083	2890
ENSG00000164871	SPAG11B	protein_coding	20991	1973
ENSG00000257028	C15ORF37	protein_coding	1688	1688
ENSG00000272625	RP11-737O24.5	antisense	720	720
ENSG00000164877	MICALL2	protein_coding	31038	8843
ENSG00000257027	RP11-705C15.3	sense_intronic	3519	2508
ENSG00000272624	AC091390.2	pseudogene	1505	1502
ENSG00000272623	F8A1	protein_coding	1701	1701
ENSG00000272622	RP11-395N3.2	lincRNA	10884	584
ENSG00000233058	LINC00884	antisense	30826	2922
ENSG00000164879	CA3	protein_coding	75605	2310
ENSG00000233057	EEF1A1P14	pseudogene	1376	1376
ENSG00000272621	TMC4	protein_coding	13099	4421
ENSG00000272620	AFAP1-AS1	antisense	24839	6795
ENSG00000188848	BEND4	protein_coding	41941	8765
ENSG00000257023	RP11-268P4.4	antisense	15788	862
ENSG00000233056	ERVH48-1	lincRNA	8844	2790
ENSG00000233055	RP11-490D19.8	pseudogene	243	243
ENSG00000257026	AC040173.1	pseudogene	1283	1279
ENSG00000188846	RPL14	protein_coding	5079	2409
ENSG00000257025	RP11-553N19.1	lincRNA	4837	564
ENSG00000233054	OR2B3	protein_coding	1106	1106
ENSG00000233064	RP3-380B8.4	lincRNA	18715	411
ENSG00000233063	SAR1AP4	pseudogene	591	591
ENSG00000233061	TTLL7-IT1	sense_intronic	5183	2921
ENSG00000257010	AC140481.1	pseudogene	309	309
ENSG00000188828	GLRA4	protein_coding	21432	2722
ENSG00000233060	AC016700.2	lincRNA	6380	448
ENSG00000272629	XXbac-BPG308K3.6	processed_transcript	3726	2458
ENSG00000272628	REXO1L3P	pseudogene	1750	1750
ENSG00000272627	RP11-354E23.5	sense_intronic	493	493
ENSG00000272626	RP11-468N14.13	lincRNA	5976	477
ENSG00000174206	C12orf66	protein_coding	35981	4342
ENSG00000164880	INTS1	protein_coding	35577	9588
ENSG00000164889	SLC4A2	protein_coding	19318	7590
ENSG00000257017	HP	protein_coding	6464	5405
ENSG00000272636	DOC2B	protein_coding	25618	1480
ENSG00000188833	ENTPD8	protein_coding	7453	2836
ENSG00000257016	SLC25A39P2	pseudogene	270	270
ENSG00000272635	LLNLF-65H9.1	processed_transcript	191497	924
ENSG00000257019	OR13C2	protein_coding	1028	1028
ENSG00000272634	OR51F5P	pseudogene	942	942
ENSG00000233069	RP5-930J4.2	antisense	1073	299
ENSG00000188831	DPPA3P2	pseudogene	1219	1219
ENSG00000272633	PCDHB4	protein_coding	3621	3621
ENSG00000272632	RP11-362F19.3	lincRNA	454	454
ENSG00000233068	RP1-140K8.1	lincRNA	1165	640
ENSG00000164885	CDK5	protein_coding	4719	2938
ENSG00000233067	RP11-40F8.2	lincRNA	1033350	1135
ENSG00000272631	RP11-359E3.4	antisense	6545	6545
ENSG00000257012	RP11-60C6.6	pseudogene	1161	1161
ENSG00000272630	RP11-344N10.5	lincRNA	3254	3005
ENSG00000223672	RP11-272P10.3	pseudogene	645	645
ENSG00000223671	RPL34P3	pseudogene	338	338
ENSG00000164893	SLC7A13	protein_coding	107095	2246
ENSG00000223676	RPL34P26	pseudogene	354	354
ENSG00000223675	RP11-86H7.6	lincRNA	6742	2171
ENSG00000223678	RP11-311H10.4	antisense	7092	353
ENSG00000223677	OR2AD1P	pseudogene	928	928
ENSG00000272603	NOL5BP	pseudogene	372	372
ENSG00000223679	AP000362.1	pseudogene	17659	258
ENSG00000272602	ZNF595	protein_coding	109442	5892
ENSG00000272601	RP11-155G14.5	pseudogene	2609	450
ENSG00000272600	AC007308.7	antisense	2009	373
ENSG00000164896	FASTK	protein_coding	4243	3774
ENSG00000164898	C7orf55	protein_coding	6863	1524
ENSG00000188869	TMC3	protein_coding	42997	4848
ENSG00000164897	TMUB1	protein_coding	2467	2005
ENSG00000188868	ZNF563	protein_coding	16244	2847
ENSG00000272609	RP11-461M2.2	antisense	474	474
ENSG00000272608	AC012314.8	antisense	5832	4158
ENSG00000272607	PIGG	protein_coding	40997	10905
ENSG00000272606	RP11-554J4.1	antisense	465	465
ENSG00000272605	SNORA15	snoRNA	135	135
ENSG00000272604	RP11-251G23.5	antisense	2578	2578
ENSG00000174226	SNX31	protein_coding	90528	3143
ENSG00000174225	ARL13A	protein_coding	21122	1535
ENSG00000174227	PIGG	protein_coding	40997	10905
ENSG00000223680	DDR1	protein_coding	11116	2450
ENSG00000223683	AL138935.1	pseudogene	595	595
ENSG00000223685	LINC00571	lincRNA	92416	1183
ENSG00000223684	IFNWP18	pseudogene	591	591
ENSG00000223687	ZNF311	protein_coding	10541	3175
ENSG00000233009	NALCN-AS1	antisense	351060	2846
ENSG00000233008	RP11-475O6.1	lincRNA	285248	5425
ENSG00000188850	RP11-159F24.2	pseudogene	12553	579
ENSG00000233007	AF241726.4	pseudogene	2252	2252
ENSG00000223688	RPS24P14	pseudogene	366	366
ENSG00000233006	AC034220.3	processed_transcript	58631	2856
ENSG00000188856	RPSAP47	pseudogene	888	888
ENSG00000272614	RPS9	protein_coding	6786	709
ENSG00000233005	AC067959.1	lincRNA	749785	882
ENSG00000272613	RPL13P	pseudogene	632	632
ENSG00000272612	AL662890.4	miRNA	108	108
ENSG00000233003	CICP26	pseudogene	2915	2730
ENSG00000272611	CEACAM3	protein_coding	15117	3080
ENSG00000272610	MAGI1-IT1	sense_intronic	81744	2567
ENSG00000233002	AC005324.6	antisense	14170	1582
ENSG00000188859	FAM78B	protein_coding	109533	5332
ENSG00000149196	C11orf73	protein_coding	43717	3417
ENSG00000174233	ADCY6	protein_coding	22846	8412
ENSG00000174231	PRPF8	protein_coding	34254	11355
ENSG00000198203	SULT1C2	protein_coding	21277	8399
ENSG00000174236	REP15	protein_coding	1139	1139
ENSG00000198205	ZXDA	protein_coding	5204	5204
ENSG00000198208	RPS6KL1	protein_coding	19443	7617
ENSG00000223692	DIP2A-IT1	sense_intronic	6836	428
ENSG00000223691	AC068044.1	pseudogene	1978	1978
ENSG00000174238	PITPNA	protein_coding	45099	4784
ENSG00000223694	ADH5P3	pseudogene	1137	1137
ENSG00000223693	SUCLA2P1	pseudogene	1370	1370
ENSG00000223696	HLA-DPA3	pseudogene	12110	229
ENSG00000223695	RP4-633O19__A.1	lincRNA	7892	510
ENSG00000223698	GOLGA6L11P	pseudogene	6308	1298
ENSG00000223697	AF230666.2	antisense	6169	1470
ENSG00000188883	KLRG2	protein_coding	31023	2197
ENSG00000233019	OR2P1P	pseudogene	776	776
ENSG00000233018	RP4-597N16.1	pseudogene	226	226
ENSG00000223699	COL11A2	protein_coding	29818	6743
ENSG00000233017	RP5-908M14.5	lincRNA	1965	477
ENSG00000233016	SNHG7	antisense	6819	4345
ENSG00000188888	GPR179	protein_coding	18318	8179
ENSG00000233015	SLC25A6P1	pseudogene	775	775
ENSG00000188886	ASTL	protein_coding	14587	1654
ENSG00000233014	TBC1D3P7	pseudogene	6119	914
ENSG00000233013	FAM157B	lincRNA	36808	2233
ENSG00000233012	HDAC1P2	pseudogene	2317	2006
ENSG00000233011	SLC9A3P1	pseudogene	1685	1685
ENSG00000233010	RPEP4	pseudogene	602	602
ENSG00000233020	RP11-42O15.2	pseudogene	967	967
ENSG00000150175	FRMPD2P2	pseudogene	24469	2353
ENSG00000149182	ARFGAP2	protein_coding	12829	5920
ENSG00000174243	DDX23	protein_coding	23079	5419
ENSG00000149187	CELF1	protein_coding	99626	10441
ENSG00000188873	RPL10AP2	pseudogene	654	654
ENSG00000233029	RP11-439A17.9	antisense	7367	3543
ENSG00000233028	RP4-725G10.4	pseudogene	779	779
ENSG00000188878	FBF1	protein_coding	31567	6731
ENSG00000188877	POTEA	pseudogene	71036	2268
ENSG00000233026	AC026166.2	pseudogene	344	344
ENSG00000233025	CRYZP1	pseudogene	947	947
ENSG00000233024	NPIPA7	protein_coding	21246	3030
ENSG00000233023	IFITM4P	pseudogene	421	421
ENSG00000233022	RP11-118H15.1	lincRNA	3353	793
ENSG00000233021	RP11-490E15.2	antisense	3610	558
ENSG00000174130	TLR6	protein_coding	33103	6035
ENSG00000149295	DRD2	protein_coding	66096	4117
ENSG00000149294	NCAM1	protein_coding	317162	12768
ENSG00000149292	TTC12	protein_coding	69016	5302
ENSG00000198100	AL138751.1	pseudogene	214	210
ENSG00000174132	FAM174A	protein_coding	51437	1416
ENSG00000150281	CTF1	protein_coding	6954	1664
ENSG00000198105	ZNF248	protein_coding	55284	6464
ENSG00000198104	OR2T6	protein_coding	927	927
ENSG00000174137	FAM53A	protein_coding	66388	4239
ENSG00000174136	RGMB	protein_coding	29994	6671
ENSG00000198106	SNX29P2	lincRNA	256989	9173
ENSG00000198108	CHSY3	protein_coding	282163	3938
ENSG00000188782	CATSPER4	protein_coding	12408	2030
ENSG00000188786	MTF1	protein_coding	50054	8024
ENSG00000223631	LINC01120	lincRNA	6149	1861
ENSG00000188785	ZNF548	protein_coding	11569	4587
ENSG00000188784	PLA2G2E	protein_coding	3609	785
ENSG00000223634	AC012506.3	lincRNA	2861	533
ENSG00000188783	PRELP	protein_coding	15525	5747
ENSG00000223633	RP11-143A22.1	lincRNA	24973	497
ENSG00000223636	UBE2Q2P5Y	pseudogene	6160	207
ENSG00000223635	RP4-613A2.1	antisense	5772	591
ENSG00000223638	RFPL4A	protein_coding	4162	1035
ENSG00000223637	RBMY2EP	pseudogene	6595	940
ENSG00000223639	CLIC1	protein_coding	9184	1942
ENSG00000150275	PCDH15	protein_coding	1825172	14967
ENSG00000174145	KIAA1239	protein_coding	205246	8325
ENSG00000150276	PPIAP26	pseudogene	522	522
ENSG00000188771	PLET1	protein_coding	12708	1541
ENSG00000188770	OPTC	protein_coding	14722	1359
ENSG00000223641	TTTY17C	lincRNA	1131	166
ENSG00000223640	RPL30P3	pseudogene	333	333
ENSG00000223643	RP11-108M9.1	lincRNA	1873	837
ENSG00000223642	AC008277.1	antisense	18270	1392
ENSG00000223647	AL133249.1	lincRNA	10158	418
ENSG00000188779	SKOR1	protein_coding	14858	4479
ENSG00000223646	AC002463.3	lincRNA	85703	1188
ENSG00000188778	ADRB3	protein_coding	3968	2943
ENSG00000223649	RP11-359E8.3	lincRNA	663	491
ENSG00000149289	ZC3H12C	protein_coding	78480	9719
ENSG00000223648	IGHV3-64	IG_V_gene	534	431
ENSG00000149273	RPS3	protein_coding	22795	5894
ENSG00000174151	CYB561D1	protein_coding	8881	5690
ENSG00000150261	OR8K1	protein_coding	1087	1087
ENSG00000198121	LPAR1	protein_coding	165439	4095
ENSG00000174156	GSTA3	protein_coding	13047	902
ENSG00000198125	MB	protein_coding	31188	3020
ENSG00000150269	OR5M9	protein_coding	933	933
ENSG00000198129	DEFB107B	protein_coding	13466	389
ENSG00000198128	OR2L3	protein_coding	939	939
ENSG00000223650	UHRF2P1	pseudogene	2387	2387
ENSG00000223652	AC106786.1	antisense	3052	1020
ENSG00000223651	RP5-1121H13.1	pseudogene	2267	2267
ENSG00000223654	FLOT1	protein_coding	2795	678
ENSG00000223653	RP11-131L23.1	antisense	171410	2277
ENSG00000223656	HMGB3P10	pseudogene	937	572
ENSG00000223655	RAB9AP3	pseudogene	573	573
ENSG00000223658	AC011242.6	pseudogene	1170	1170
ENSG00000223657	KRT8P51	pseudogene	274	274
ENSG00000223659	RP5-857K21.5	lincRNA	1634	802
ENSG00000149262	INTS4	protein_coding	115959	6074
ENSG00000149260	CAPN5	protein_coding	59223	6166
ENSG00000247627	MTND4P12	pseudogene	1377	1377
ENSG00000174165	ZDHHC24	protein_coding	25602	3486
ENSG00000247626	MARS2	protein_coding	3027	3027
ENSG00000198113	TOR4A	protein_coding	4893	4148
ENSG00000247624	CPEB2-AS1	lincRNA	92085	3089
ENSG00000223661	C4B-AS1	processed_transcript	7275	787
ENSG00000223660	AC012314.20	antisense	518	410
ENSG00000223663	RP5-890O3.3	pseudogene	367	367
ENSG00000223662	SAMSN1-AS1	antisense	16102	840
ENSG00000223665	CTB-111F10.1	lincRNA	4666	536
ENSG00000223664	AL162415.4	pseudogene	496	496
ENSG00000223666	FKBPL	protein_coding	1585	1345
ENSG00000223669	RP11-93B14.4	antisense	2782	739
ENSG00000223668	EEF1A1P24	pseudogene	1378	1378
ENSG00000149269	PAK1	protein_coding	152929	6299
ENSG00000174173	TRMT10C	protein_coding	4585	1888
ENSG00000198143	BX247900.1	pseudogene	2809	243
ENSG00000198142	SOWAHC	protein_coding	4653	4653
ENSG00000125285	SOX21	protein_coding	2504	2504
ENSG00000174171	RP11-23P13.6	antisense	5783	3651
ENSG00000174177	CTU2	protein_coding	8924	3532
ENSG00000174175	SELP	protein_coding	41345	3490
ENSG00000198146	ZNF770	protein_coding	9947	5439
ENSG00000208038	MIR492	miRNA	116	116
ENSG00000208037	MIR320A	miRNA	82	82
ENSG00000208036	MIR106B	miRNA	82	82
ENSG00000208035	MIR143	miRNA	106	106
ENSG00000150244	TRIM48	protein_coding	8938	1445
ENSG00000208034	MIR92A2	miRNA	75	75
ENSG00000208033	MIR609	miRNA	95	95
ENSG00000208032	MIR548A3	miRNA	97	97
ENSG00000149257	SERPINH1	protein_coding	10728	4914
ENSG00000149256	TENM4	protein_coding	788117	16330
ENSG00000198130	HIBCH	protein_coding	154459	7438
ENSG00000198131	ZNF544	protein_coding	48856	6953
ENSG00000198134	RP11-267J23.4	pseudogene	327	327
ENSG00000149243	KLHL35	protein_coding	8237	3101
ENSG00000198133	TMEM229B	protein_coding	86656	6377
ENSG00000208028	MIR616	miRNA	97	97
ENSG00000208027	MIR485	miRNA	111	111
ENSG00000208025	MIR591	miRNA	95	95
ENSG00000208024	MIR199A2	miRNA	110	110
ENSG00000208023	MIR185	miRNA	82	82
ENSG00000208022	MIR618	miRNA	98	98
ENSG00000223601	EBLN1	protein_coding	1208	1208
ENSG00000223600	EEF1A1P41	pseudogene	207	207
ENSG00000223603	CRPP1	pseudogene	625	625
ENSG00000223602	AC125634.1	pseudogene	10274	1403
ENSG00000223605	AC107399.1	pseudogene	265	265
ENSG00000223604	AC007394.3	pseudogene	531	531
ENSG00000017427	IGF1	protein_coding	84779	8087
ENSG00000223606	HLA-V	pseudogene	6782	5553
ENSG00000223609	HBD	protein_coding	2693	1062
ENSG00000223608	DSCR4-IT1	sense_intronic	4075	424
ENSG00000174196	FAM21D	protein_coding	4095	1503
ENSG00000198162	MAN1A2	protein_coding	161424	9667
ENSG00000174194	AGAP8	protein_coding	146641	3941
ENSG00000198169	ZNF251	protein_coding	35505	4931
ENSG00000149231	CCDC82	protein_coding	37155	6985
ENSG00000198168	SVIP	protein_coding	16501	5263
ENSG00000174197	MGA	protein_coding	148720	14513
ENSG00000208017	MIR140	miRNA	100	100
ENSG00000208016	MIR523	miRNA	87	87
ENSG00000208015	MIR362	miRNA	65	65
ENSG00000208014	MIR653	miRNA	96	96
ENSG00000208013	MIR652	miRNA	98	98
ENSG00000208012	MIRLET7F2	miRNA	83	83
ENSG00000223612	RP11-289I10.2	pseudogene	704	704
ENSG00000223611	SUPT20HL2	pseudogene	2454	2454
ENSG00000208018	MIR645	miRNA	94	94
ENSG00000223614	RP11-468B6.1	pseudogene	12451	602
ENSG00000223615	RP11-196I18.2	pseudogene	171	171
ENSG00000125266	EFNB2	protein_coding	45384	4461
ENSG00000223618	VPS52	protein_coding	1700	947
ENSG00000223617	LINC00370	lincRNA	5761	698
ENSG00000198161	PPIAL4C	protein_coding	785	785
ENSG00000198160	MIER1	protein_coding	63725	8273
ENSG00000223619	AC009960.1	pseudogene	491	491
ENSG00000198153	ZNF849P	pseudogene	1566	1566
ENSG00000198156	NPIPB6	protein_coding	20954	2135
ENSG00000198155	ZNF876P	pseudogene	43376	2804
ENSG00000198157	HMGN5	protein_coding	88242	2416
ENSG00000208006	MIR16-1	miRNA	89	89
ENSG00000208005	MIR503	miRNA	71	71
ENSG00000208004	MIR323B	miRNA	82	82
ENSG00000208003	MIR549	miRNA	96	96
ENSG00000208002	MIR643	miRNA	97	97
ENSG00000208001	MIR431	miRNA	114	114
ENSG00000208000	MIR509-1	miRNA	94	94
ENSG00000223621	AK4P4	pseudogene	646	646
ENSG00000223620	RBM48P1	pseudogene	1268	1102
ENSG00000208009	MIR130A	miRNA	89	89
ENSG00000223623	RP3-425P12.1	lincRNA	3447	430
ENSG00000208008	MIR125A	miRNA	86	86
ENSG00000223622	GSTA6P	pseudogene	7848	577
ENSG00000223625	CYCSP32	pseudogene	321	321
ENSG00000223624	RP1-125I3.4	pseudogene	140	140
ENSG00000223626	LINC01044	lincRNA	8659	657
ENSG00000223629	DEFA8P	pseudogene	874	285
ENSG00000223628	AC023449.2	pseudogene	154	154
ENSG00000198150	AC135178.1	protein_coding	1808	1808
ENSG00000198185	ZNF334	protein_coding	12498	5286
ENSG00000198189	HSD17B11	protein_coding	54777	2435
ENSG00000150201	FXYD4	protein_coding	4694	774
ENSG00000139880	CDH24	protein_coding	10477	3748
ENSG00000125247	TMTC4	protein_coding	71167	6272
ENSG00000149212	SESN3	protein_coding	67002	10370
ENSG00000125249	RAP2A	protein_coding	34907	5570
ENSG00000101278	RPS10L	pseudogene	531	531
ENSG00000149218	ENDOD1	protein_coding	42836	4687
ENSG00000101276	SLC52A3	protein_coding	8408	3445
ENSG00000125246	CLYBL	protein_coding	290469	7826
ENSG00000198183	BPIFA1	protein_coding	7315	1079
ENSG00000125245	GPR18	protein_coding	7031	1908
ENSG00000198182	ZNF607	protein_coding	23428	4740
ENSG00000198173	FAM47C	protein_coding	3308	3308
ENSG00000198176	TFDP1	protein_coding	56773	3767
ENSG00000198178	CLEC4C	protein_coding	22191	1551
ENSG00000139899	CBLN3	protein_coding	4423	2562
ENSG00000139890	REM2	protein_coding	4522	2305
ENSG00000140876	NUDT7	protein_coding	19747	1502
ENSG00000149201	CCDC81	protein_coding	48374	4544
ENSG00000125255	SLC10A2	protein_coding	22847	3777
ENSG00000101266	CSNK2A1	protein_coding	65350	5671
ENSG00000140873	ADAMTS18	protein_coding	187302	6678
ENSG00000101265	RASSF2	protein_coding	43623	5759
ENSG00000125257	ABCC4	protein_coding	281605	8072
ENSG00000198171	DDRGK1	protein_coding	14336	1832
ENSG00000101294	HM13	protein_coding	55140	5701
ENSG00000101292	PROKR2	protein_coding	15062	1771
ENSG00000140859	KIFC3	protein_coding	104829	7552
ENSG00000101290	CDS2	protein_coding	71102	11893
ENSG00000139865	TTC6	protein_coding	445596	8418
ENSG00000042429	MED17	protein_coding	30469	10773
ENSG00000101298	SNPH	protein_coding	43013	5572
ENSG00000198198	SZT2	protein_coding	62769	17331
ENSG00000101282	RSPO4	protein_coding	43813	2710
ENSG00000101280	ANGPT4	protein_coding	43682	1939
ENSG00000140848	CPNE2	protein_coding	55430	7380
ENSG00000017483	SLC38A5	protein_coding	11725	4016
ENSG00000139874	SSTR1	protein_coding	5069	4295
ENSG00000140854	KATNB1	protein_coding	21521	4591
ENSG00000140853	NLRC5	protein_coding	94047	12386
ENSG00000140839	CLEC18B	protein_coding	12840	2610
ENSG00000066422	ZBTB11	protein_coding	28607	7416
ENSG00000140836	ZFHX3	protein_coding	276814	17503
ENSG00000140835	CHST4	protein_coding	13514	2669
ENSG00000115875	SRSF7	protein_coding	7896	4045
ENSG00000066427	ATXN3	protein_coding	48070	8470
ENSG00000139842	CUL4A	protein_coding	56848	5784
ENSG00000125207	PIWIL1	protein_coding	34751	5280
ENSG00000101236	RNF24	protein_coding	88274	7668
ENSG00000101230	ISM1	protein_coding	78881	2593
ENSG00000140829	DHX38	protein_coding	19351	6209
ENSG00000042445	RETSAT	protein_coding	12533	4264
ENSG00000115866	DARS	protein_coding	79424	4014
ENSG00000140832	MARVELD3	protein_coding	15954	6446
ENSG00000101224	CDC25B	protein_coding	19185	4149
ENSG00000140830	TXNL4B	protein_coding	50143	3170
ENSG00000101222	SPEF1	protein_coding	3945	1925
ENSG00000101220	C20orf27	protein_coding	14880	2415
ENSG00000101251	SEL1L2	protein_coding	147197	3884
ENSG00000139826	ABHD13	protein_coding	15877	5338
ENSG00000115896	PLCL1	protein_coding	767880	7925
ENSG00000066405	CLDN18	protein_coding	34918	3877
ENSG00000101255	TRIB3	protein_coding	16943	2948
ENSG00000140807	NKD1	protein_coding	88407	4912
ENSG00000139835	GRTP1	protein_coding	39942	2656
ENSG00000115884	SDC1	protein_coding	24637	3595
ENSG00000139832	RAB20	protein_coding	38664	1514
ENSG00000101247	NDUFAF5	protein_coding	33472	4056
ENSG00000101246	ARFRP1	protein_coding	9382	7610
ENSG00000042493	CAPG	protein_coding	23685	2607
ENSG00000139926	FRMD6	protein_coding	241628	9416
ENSG00000115956	PLEK	protein_coding	32281	3314
ENSG00000066468	FGFR2	protein_coding	120125	7543
ENSG00000139921	TMX1	protein_coding	15880	2994
ENSG00000101311	FERMT1	protein_coding	48700	5359
ENSG00000101310	SEC23B	protein_coding	53923	4039
ENSG00000257195	HNRNPA1P50	pseudogene	928	928
ENSG00000257198	FAM205B	pseudogene	6292	4314
ENSG00000140905	GCSH	protein_coding	14443	1880
ENSG00000257192	AL662866.1	pseudogene	334	333
ENSG00000115947	ORC4	protein_coding	91180	9018
ENSG00000257191	RP11-390N6.1	antisense	85387	716
ENSG00000115946	PNO1	protein_coding	18395	2674
ENSG00000257194	RP11-567C2.1	lincRNA	5041	926
ENSG00000257193	RP11-818F20.4	lincRNA	7265	428
ENSG00000115944	COX7A2L	protein_coding	91543	5605
ENSG00000115942	ORC2	protein_coding	54708	5835
ENSG00000257190	BX927220.2	pseudogene	122	117
ENSG00000091409	ITGA6	protein_coding	79100	6704
ENSG00000101307	SIRPB1	protein_coding	56541	6091
ENSG00000101306	MYLK2	protein_coding	15382	2976
ENSG00000164900	GBX1	protein_coding	26157	1467
ENSG00000164902	PHAX	protein_coding	26985	4319
ENSG00000257199	RP11-669B18.1	pseudogene	591	591
ENSG00000139908	TSSK4	protein_coding	2666	1924
ENSG00000164904	ALDH7A1	protein_coding	53578	6911
ENSG00000115977	AAK1	protein_coding	212950	14926
ENSG00000115970	THADA	protein_coding	429386	14331
ENSG00000101337	TM9SF4	protein_coding	57753	5415
ENSG00000101336	HCK	protein_coding	49669	3092
ENSG00000101335	MYL9	protein_coding	8342	1199
ENSG00000101333	PLCB4	protein_coding	412480	6900
ENSG00000101331	CCM2L	protein_coding	21740	2596
ENSG00000164919	COX6C	protein_coding	20863	3066
ENSG00000139915	MDGA2	protein_coding	835332	8223
ENSG00000139914	FITM1	protein_coding	1575	1355
ENSG00000066455	GOLGA5	protein_coding	45733	3295
ENSG00000164916	FOXK1	protein_coding	127687	13407
ENSG00000115966	ATF2	protein_coding	96133	5751
ENSG00000139910	NOVA1	protein_coding	154662	10046
ENSG00000115963	RND3	protein_coding	70817	3594
ENSG00000101327	PDYN	protein_coding	15330	2648
ENSG00000164924	YWHAZ	protein_coding	36864	8555
ENSG00000101323	HAO1	protein_coding	57494	1777
ENSG00000164920	OSR2	protein_coding	7702	2930
ENSG00000233196	GS1-304P7.1	pseudogene	677	677
ENSG00000115919	KYNU	protein_coding	164824	3070
ENSG00000164929	BAALC	protein_coding	89596	3997
ENSG00000257162	MED15P6	pseudogene	3829	1126
ENSG00000257165	RP11-171L9.1	lincRNA	91681	718
ENSG00000233194	RPL32P1	pseudogene	410	410
ENSG00000257164	RP11-25I15.2	lincRNA	40119	811
ENSG00000233193	AC005324.7	lincRNA	2156	415
ENSG00000233192	HLA-DQA2	protein_coding	6065	1881
ENSG00000233191	AC006372.6	antisense	3548	292
ENSG00000233190	RPS24P13	pseudogene	397	397
ENSG00000257160	AL662822.2	pseudogene	125	120
ENSG00000164933	SLC25A32	protein_coding	16555	3654
ENSG00000164932	CTHRC1	protein_coding	11483	1776
ENSG00000164935	DCSTAMP	protein_coding	17603	2778
ENSG00000164934	DCAF13	protein_coding	28740	6191
ENSG00000257167	TMPO-AS1	antisense	3450	3357
ENSG00000233198	RNF224	protein_coding	2073	1503
ENSG00000257169	RP11-117N2.2	pseudogene	377	377
ENSG00000164930	FZD6	protein_coding	34434	4065
ENSG00000233197	TMEM256P1	pseudogene	340	340
ENSG00000257168	BX927214.1	pseudogene	88	87
ENSG00000257151	PWAR6	lincRNA	4618	4618
ENSG00000257154	AL662822.1	pseudogene	127	126
ENSG00000257153	BX088523.1	protein_coding	108	108
ENSG00000115904	SOS1	protein_coding	142950	9350
ENSG00000115902	SLC1A4	protein_coding	35389	6939
ENSG00000257150	PGAM1P5	pseudogene	24745	2148
ENSG00000164938	TP53INP1	protein_coding	23440	5685
ENSG00000164944	KIAA1429	protein_coding	65837	10771
ENSG00000257159	RP11-58A17.3	pseudogene	1342	633
ENSG00000164946	FREM1	protein_coding	176330	10765
ENSG00000257156	RP11-13A1.3	lincRNA	261367	599
ENSG00000257155	CTD-2213F21.3	antisense	2828	288
ENSG00000257158	BX284927.1	pseudogene	171	168
ENSG00000164941	INTS8	protein_coding	68436	7866
ENSG00000257157	RP11-528M18.3	pseudogene	169	169
ENSG00000257185	RP11-626P14.2	lincRNA	27042	853
ENSG00000257184	RP1-170O19.20	protein_coding	16479	1244
ENSG00000188917	TRMT2B	protein_coding	42771	4152
ENSG00000257187	BX248519.1	protein_coding	1065	105
ENSG00000188916	FAM196A	protein_coding	60729	4403
ENSG00000257181	RP11-611O2.5	antisense	1950	785
ENSG00000257180	RP11-509E10.1	sense_intronic	35980	776
ENSG00000115935	WIPF1	protein_coding	123345	9121
ENSG00000257183	RP11-274M17.3	lincRNA	35033	529
ENSG00000164949	GEM	protein_coding	13098	2648
ENSG00000115934	RP11-153K16.2	lincRNA	70166	1329
ENSG00000257182	BX927220.1	pseudogene	125	120
ENSG00000272782	RP4-607J23.2	antisense	2497	1456
ENSG00000272781	MDGA2	protein_coding	832866	3078
ENSG00000272780	RP11-822E23.8	processed_transcript	42044	2994
ENSG00000272789	RP11-286H15.1	antisense	852	852
ENSG00000188921	PTPLAD2	protein_coding	36330	9768
ENSG00000272788	RP11-674N23.4	sense_intronic	650	650
ENSG00000091436	MLTK	protein_coding	192576	13799
ENSG00000272787	KB-226F1.2	lincRNA	663	663
ENSG00000164951	PDP1	protein_coding	68260	5603
ENSG00000272786	AL662890.8	protein_coding	108	108
ENSG00000257189	AC139677.1	protein_coding	15860	387
ENSG00000272785	RP5-998N21.10	processed_transcript	1664	700
ENSG00000257188	BX005432.1	pseudogene	540	537
ENSG00000272784	RP11-335L23.5	lincRNA	634	634
ENSG00000164953	TMEM67	protein_coding	64391	8281
ENSG00000272783	RP13-1016M1.2	lincRNA	289	289
ENSG00000257173	RP11-297L6.2	pseudogene	471	471
ENSG00000257176	RP11-996F15.2	antisense	37431	2380
ENSG00000188906	LRRK2	protein_coding	172542	13465
ENSG00000257175	RP11-536C10.12	pseudogene	2254	2254
ENSG00000257170	CR382280.1	pseudogene	73	72
ENSG00000257172	AL662822.3	pseudogene	85	84
ENSG00000188909	BSX	protein_coding	4151	830
ENSG00000257171	RP11-754I20.3	pseudogene	16639	1525
ENSG00000272793	XXbac-BPG308K3.5	processed_transcript	1138	709
ENSG00000272792	RP11-141C7.4	lincRNA	471	471
ENSG00000272791	RP11-464F9.22	lincRNA	935	935
ENSG00000272790	AP002884.3	protein_coding	30142	618
ENSG00000188910	GJB3	protein_coding	5181	2387
ENSG00000272799	RP11-474N24.6	lincRNA	534	534
ENSG00000164967	RPP25L	protein_coding	1619	1092
